{'title': '恒瑞医药注射用卡瑞利珠单抗主要研究终点结果达到方案预设优效标准', 'label': '1'}
{'title': '凯利泰拟定增募资不超亿元引入淡马锡高瓴资本为战投', 'label': '1'}
{'title': '中航光电子公司申请公开发行股票并在精选层挂牌', 'label': '1'}
{'title': '中金环境控股股东近期增持股份', 'label': '1'}
{'title': '浩源管理层及部分核心员工拟增持不低于万股', 'label': '1'}
{'title': '南京熊猫实控人增持公司万股股', 'label': '1'}
{'title': '福日电子引入战投并签署合作协议', 'label': '1'}
{'title': '龙泉股份签下亿元采购合同', 'label': '1'}
{'title': '财信发展重庆全资子公司亿元江北区拿地', 'label': '1'}
{'title': '乐普医疗提供传染病核酸检测实验室一站式整体解决方案', 'label': '1'}
{'title': '航天科技股东提议公司经营范围增加日用口罩医疗器械', 'label': '1'}
{'title': '汉王科技拟定增募资不超亿元', 'label': '1'}
{'title': '中国铁建中标亿元雄安新区工程项目', 'label': '1'}
{'title': '韩建河山拟定增募资不超亿元推进混凝土和环保双主业发展', 'label': '1'}
{'title': '三房巷继续推进重组收购事项', 'label': '1'}
{'title': '新光委托东方前海协助公司实施债务重组', 'label': '1'}
{'title': '久量股份参与设立产业投资基金拓展产业链', 'label': '1'}
{'title': '天瑞仪器联合预中标亿元项目', 'label': '1'}
{'title': '滨江集团杭州全资子公司亿元萧山区拿地', 'label': '1'}
{'title': '威海广泰全资子公司收到亿元军方订购合同', 'label': '1'}
{'title': '景峰医药拟亿元转让孙公司海门慧聚股权', 'label': '1'}
{'title': '迦南科技拟亿元设浙江全资子公司', 'label': '1'}
{'title': '南京化纤拟不低于亿元挂牌转让全资孙公司南京法伯耳', 'label': '1'}
{'title': '小商品城亿元义乌保税区拿地', 'label': '1'}
{'title': '中材国际子公司签亿美元海外工程合同', 'label': '1'}
{'title': '中持股份中标万元工业废水处理项目', 'label': '1'}
{'title': '亚泰国际股票简称月日起改为郑中设计', 'label': '1'}
{'title': '华大基因新冠病毒核酸检测产品列入应急使用清单', 'label': '1'}
{'title': '荣盛发展拟分拆旗下物业管理公司荣万家赴港上市', 'label': '1'}
{'title': '三峡水利发行股份及支付现金购买资产并募集配套资金暨关联交易事项获得证监会核准批复', 'label': '1'}
{'title': '南钢股份发行股份购买资产暨关联交易事项获证监会无条件通过', 'label': '1'}
{'title': '南京证券定增方案获证监会审核通过', 'label': '1'}
{'title': '乾景园林非公开发行股票申请获得证监会通过', 'label': '1'}
{'title': '金雷股份非公开发行股票的申请获得证监会审核通过', 'label': '1'}
{'title': '乾景园林非公开发行股票申请获得证监会通过', 'label': '1'}
{'title': '捷昌驱动拟定增募资不超过亿元用于投资智慧办公驱动系统升级扩建等项目及补充流动资金', 'label': '1'}
{'title': '山东赫达拟定增募资不超过亿元用于补充流动资金', 'label': '1'}
{'title': '格力地产拟亿元收购科华生物股权', 'label': '1'}
{'title': '中迪投资参股公司康平铁科通过证监局向不特定合格投资者公开发行股票并在精选层挂牌辅导验收', 'label': '1'}
{'title': '美盈森子公司取得工业大麻种植许可证', 'label': '1'}
{'title': '广东甘化三旧改造第四块土地将以亿元底价挂牌', 'label': '1'}
{'title': '申联生物口蹄疫细胞悬浮培养灭活疫苗生产线通过生物安全三级防护验收和兽药验收', 'label': '1'}
{'title': '渤海汽车境外子公司将根据实际订单需求情况部分恢复生产', 'label': '1'}
{'title': '伟明环保联合中标亿元餐厨垃圾处理项目', 'label': '1'}
{'title': '珍宝岛盐酸二甲双胍片通过国家药监局仿制药质量和疗效一致性评价', 'label': '1'}
{'title': '交昂获中金集团及一致行动人再次举牌持股达', 'label': '1'}
{'title': '哈投股份子公司江海证券拟挂牌转让江海汇鑫期货股权', 'label': '1'}
{'title': '蒙娜丽莎拟亿元建特种高性能陶瓷板材绿色化智能化技术改造项目', 'label': '1'}
{'title': '天迈科技与百度就智能交通展开合作', 'label': '1'}
{'title': '四方股份拟转让四方股权', 'label': '1'}
{'title': '南威软件中标亿元福州公共安全云平台项目', 'label': '1'}
{'title': '高能环境中标万元项目', 'label': '1'}
{'title': '保利地产月签约金额同比微增', 'label': '1'}
{'title': '天康生物月生猪销售收入同比增', 'label': '1'}
{'title': '环旭电子月营业收入同比增', 'label': '1'}
{'title': '开立医疗今年获各项政府补助共计万元', 'label': '1'}
{'title': '吉林化纤拟定增募资不超亿元', 'label': '1'}
{'title': '中葡公司股票撤销退市风险警示实施其他风险警示月日停牌一天', 'label': '1'}
{'title': '中国太保银保监会原则同意公司发行并在伦交所上市', 'label': '1'}
{'title': '梦百合不提前赎回百合转债', 'label': '1'}
{'title': '建发股份控股股东增持股份拟继续增持', 'label': '1'}
{'title': '狮头拟参与竞拍昆汀科技股权转让底价万元', 'label': '1'}
{'title': '高能环境中标个旧市两个项目中标价合计亿元', 'label': '1'}
{'title': '双汇发展亿元收购罗特克斯有限公司持有的家公司股权', 'label': '1'}
{'title': '海格通信收到约亿元订货合同', 'label': '1'}
{'title': '宁波海运与浙石油燃料油销售公司签下总计不超亿元燃油供应协议', 'label': '1'}
{'title': '茂业商业控股子公司维多利集团吸并两家孙公司', 'label': '1'}
{'title': '中国国旅海南全资孙公司拟亿元收购海免公司股权', 'label': '1'}
{'title': '中贝通信孙公司与沙特公司联合承接约亿元人民币服务项目', 'label': '1'}
{'title': '华发股份南京全资子公司亿元本市拿地', 'label': '1'}
{'title': '中国电影拟向参股公司天天中影增资亿元', 'label': '1'}
{'title': '康辰药业拟回购万元亿元股份', 'label': '1'}
{'title': '正邦科技月生猪销售收入亿元环比增', 'label': '1'}
{'title': '广汽集团月汽车销量同比增', 'label': '1'}
{'title': '新宁物流深圳全资子公司获万元政府补助', 'label': '1'}
{'title': '彩虹股份控股子公司合肥液晶获万元政府补助', 'label': '1'}
{'title': '普洛药业孙公司安徽生物通过官方认证', 'label': '1'}
{'title': '西麦食品江苏西麦燕麦食品生产基地建设项目一期正式投产', 'label': '1'}
{'title': '泰达股份子公司参与制定的儿童口罩国家标准发布实施', 'label': '1'}
{'title': '创元科技子公司苏州轴承精选层挂牌事宜通过江苏证监局辅导验收', 'label': '1'}
{'title': '重庆百货控股股东商社集团要约收购实施完毕月日复牌', 'label': '1'}
{'title': '华懋科技控股股东正筹划重大事项或导致公司控制权变更', 'label': '1'}
{'title': '棕榈股份将全资子公司持有的资质分立到上市公司', 'label': '1'}
{'title': '泰晶科技提前赎回泰晶转债', 'label': '1'}
{'title': '包钢股份控股股东包钢集团拟增持亿元亿元股份', 'label': '1'}
{'title': '顾家家居已耗资亿元回购股份', 'label': '1'}
{'title': '祥和实业拟回购万元亿元股份', 'label': '1'}
{'title': '南京高科拟增持亿元亿元南京银行股份月日增持逾万元', 'label': '1'}
{'title': '新天然气香港全资子公司增持亚美能源股份', 'label': '1'}
{'title': '中国外运控股股东拟不低于万元增持公司股股票稳定股价', 'label': '1'}
{'title': '博云新材拟向霍尼韦尔博云增资万美元', 'label': '1'}
{'title': '双箭股份年产万平方米高强力输送带项目全部投产', 'label': '1'}
{'title': '泰和科技全资子公司丰汇泰和拟万元参投合伙企业', 'label': '1'}
{'title': '国恩股份设立全资子公司并投建熔喷无纺布生产线项目', 'label': '1'}
{'title': '高能环境中标逾亿元项目', 'label': '1'}
{'title': '四维图新子公司中寰卫星与一汽解放等成立合资公司', 'label': '1'}
{'title': '金圆股份子公司河源环保全面复工复产', 'label': '1'}
{'title': '中曼石油签下逾亿元石油装备销售合同', 'label': '1'}
{'title': '东珠生态预中标约亿元项目', 'label': '1'}
{'title': '东安动力月发动机销量同比增', 'label': '1'}
{'title': '东风汽车月产量同比增加销量同比增加', 'label': '1'}
{'title': '亚世光电近日收到万元政府补助', 'label': '1'}
{'title': '福达合金近期获得项专利', 'label': '1'}
{'title': '温氏股份月销售肉猪收入亿元同比增环比则增长', 'label': '1'}
{'title': '天广中茂铭泽投资成为公司第一大股东并拟增持不低于股份', 'label': '1'}
{'title': '蒙娜丽莎拟定增募资不超过亿元碧桂园创投认购约亿元', 'label': '1'}
{'title': '宝钛股份拟通过定增引入朱雀基金陕西省成长性企业引导基金等作为战投', 'label': '1'}
{'title': '天顺股份拟定增募资不超亿元引入战投国企宝地投资', 'label': '1'}
{'title': '迈为股份拟向实控人定增募资不超亿元', 'label': '1'}
{'title': '凯恩股份与厦门市翔安区政府战略合作拟共设亿元数字产业基金', 'label': '1'}
{'title': '卓翼科技拟投建智能穿戴设备智能制造基地及配套科研基地项目', 'label': '1'}
{'title': '新乳业拟公开发行可转换公司债券募资总额不超亿元用于收购寰美乳业股权项目等', 'label': '1'}
{'title': '唐人神拟投建年出栏万头生猪绿色养殖项目等', 'label': '1'}
{'title': '岭南股份拟分拆所属子公司上海恒润数字科技至创业板上市', 'label': '1'}
{'title': '航锦科技子公司拟继续收购武汉导航院股权', 'label': '1'}
{'title': '长源电力拟收购湖北电力或其主要经营资产', 'label': '1'}
{'title': '高升天津百若克医药竞得公司股份公司控股股东及实际控制人将发生变化', 'label': '1'}
{'title': '顺丰控股中邮智递与丰巢网络重组将成为后者全资子公司', 'label': '1'}
{'title': '东诚药业全资子公司引进前列腺癌显像诊断核药产品', 'label': '1'}
{'title': '三安光电非公开发行股股票申请获得中国证监会审核通过', 'label': '1'}
{'title': '福田汽车月份汽车产品销量万辆同比增长', 'label': '1'}
{'title': '中国平安完成回购计划期间累计回购万股支付金额亿元', 'label': '1'}
{'title': '紫光股份拟定增募资不超亿元加码和云计算项目', 'label': '1'}
{'title': '闻泰科技一季度净利润亿元同比增', 'label': '1'}
{'title': '华东医药一季度净利润亿元同比增', 'label': '1'}
{'title': '新希望一季度净利润亿元同比增长', 'label': '1'}
{'title': '浙江震元控股股东增持万股增持比例超过', 'label': '1'}
{'title': '中远海科与阿里云签署战略合作协议双方将在智慧城市智慧交通等领域进行全方位的交流与合作', 'label': '1'}
{'title': '东华软件子公司拟设立宁波鲲鹏计算生态创新中心', 'label': '1'}
{'title': '新希望拟建设个生猪养殖项目项目总投资额亿元', 'label': '1'}
{'title': '塔牌集团文福万吨线项目第二条生产线点火', 'label': '1'}
{'title': '亚太股份收到长安新能源的零部件定点通知书', 'label': '1'}
{'title': '工商银行一季度净利润为亿元同比增', 'label': '1'}
{'title': '建设银行一季度净利润亿元同比增', 'label': '1'}
{'title': '农业银行一季度净利润亿元同比增获准发行不超过亿元无固定期限资本债', 'label': '1'}
{'title': '交通银行第一季度净利润亿元同比增', 'label': '1'}
{'title': '邮储银行一季度净利润亿元同比增', 'label': '1'}
{'title': '兴业银行一季度净利润亿元同比增', 'label': '1'}
{'title': '信达地产一季度净利润同比增长', 'label': '1'}
{'title': '金泰撤销退市风险警示月日停牌', 'label': '1'}
{'title': '华邦健康拟将控股子公司凯盛新材分拆至创业板上市', 'label': '1'}
{'title': '星网锐捷拟将控股子公司锐捷网络分拆至创业板上市', 'label': '1'}
{'title': '江苏国泰拟将子公司瑞泰新能源分拆至创业板上市', 'label': '1'}
{'title': '步步高拟以亿亿元回购股份回购价不超元股', 'label': '1'}
{'title': '博敏电子拟定增募资不超亿元用于高端印制电路板生产技术改造等项目', 'label': '1'}
{'title': '联得装备拟定增募资不超亿元用于汽车电子显示智能装备建设等项目', 'label': '1'}
